Unnamed: 0,speaker,sentence,dialect,dialect_norm
d1143-u1497,BErn1143,waas miich emaal seer betrüebt hät das isch aber i de früenerige driissgerjaare gsii z öörlike häner zwee drei,ZH (Zürich-Seebach),ZH
d1083_2-u401,ZHel1083,und sii aso die tochter die isch immer die beschti schüeleri gsii,ZH (Winterthur),ZH
swissdial,394,ah ergibige nahrigsquelle chönd sich innerhalb weniger täg es paar tusig vögel versammle.,ch_zh,ZH
d1225-u332,WHan1225,de iidruk wo me daa ghaa hät und,ZH (Zürich),ZH
d1189-u955,BHan1189,isch für öis das ainzig feschte gsi hm,ZH (Zürich),ZH
d1082_3-u630,WTru1082,wo dänn under umschtände die töchtere beläschtiget woorde sind,ZH (Höngg/Wipkingen),ZH
d1188-u1648,BRay1188,mich da freizlooze,ZH/BS (Zürich/??),ZH
swissdial,3662,als witers gmeinsams merkmal händ d stifmüeterli grossi näbebletter.,ch_zh,ZH
d1189-u633,BHan1189,zofinger fäscht das isch aber gsi,ZH (Zürich),ZH
swissdial,3706,das erchläri au d unmänge a sälbstmord.,ch_zh,ZH
d1270-u1837,MVer1270,de schiller jaa guet asoo,ZH (Wallisellen),ZH
d1228-u1015,APet1228,reell erfaare,ZH (Zürich),ZH
d1225-u971,WHan1225,und es isch natülich üsserscht äifach gsii,ZH (Zürich),ZH
swissdial,845,"wos nach es paar täg zunere verschlächterig vo sim zuestand cho isch, hegi de arzt ihn id praxis bstellt.",ch_zh,ZH
d1300-u3631,FPet1300,ez muess i aber,ZH (Winterthur),ZH
d1244_2-u730,MMax1244,tapfer soo chan i nid andersch säge,ZH (Wülflingen),ZH
swissdial,1659,"ufem badener husberg baldegg hät de christian rocha de süpercross organisiert, es einzelns radquerränne.",ch_zh,ZH
d1083_2-u384,ZHel1083,und ich erinnere mich da im durchgang isch en,ZH (Winterthur),ZH
d1188-u449,BRay1188,beschrenkti modell,ZH/BS (Zürich/??),ZH
swissdial,3553,au de alte frau hät das gar nöd gfalle und si hät s meitli schnäll wider us ihrne dienst entlah.,ch_zh,ZH
d1225-u187,WHan1225,ich näi,ZH (Zürich),ZH
d1189-u796,BHan1189,und de härr ier ier vonsaalis und na e paar anderi lüt,ZH (Zürich),ZH
d1244_1-u411,MMax1244,dä aatraag uf volschtändigi abrüschtig,ZH (Wülflingen),ZH
d1188-u28,BRay1188,ich han en brueder gha dä isch gschtorben im april letschte jaares,ZH/BS (Zürich/??),ZH
d1143-u141,BErn1143,hät behäuptet im zuug ine heb si e mormoonebandi wele überfale,ZH (Zürich-Seebach),ZH
d1188-u1811,BRay1188,ja mit polieschter,ZH/BS (Zürich/??),ZH
d1244_2-u625,MMax1244,dänn chönd si schtäge durab im hoof,ZH (Wülflingen),ZH
d1082_3-u376,WTru1082,und dänn hät dä zu miir gsäit,ZH (Höngg/Wipkingen),ZH
d1270-u912,MVer1270,er hät dän na aafange dehäim immer so luuti musik lose,ZH (Wallisellen),ZH
d1189-u2242,BHan1189,isch s dänn choo aber seer bald dänn he,ZH (Zürich),ZH
d1228-u2197,APet1228,chunnt mis schtichwort widr,ZH (Zürich),ZH
d1228-u440,APet1228,ich waiss dass das wort isch,ZH (Zürich),ZH
d1300-u786,FPet1300,und äs sind dänn zwai usgrächnet zwai,ZH (Winterthur),ZH
swissdial,680,bi vögel isches hüfig so: di grusige arte händ en schönere gsang und di schönere arte händ en grusigere gsang.,ch_zh,ZH
swissdial,1381,de bush hät aber d widerwahl im nöchste jahr verlore.,ch_zh,ZH
d1189-u2014,BHan1189,das und das wi die wider usezgheie,ZH (Zürich),ZH
d1300-u625,FPet1300,und vo do a bin ich immer,ZH (Winterthur),ZH
d1270-u999,MVer1270,dän bin ich uufgschtanden und häi gränt,ZH (Wallisellen),ZH
d1143-u1234,BErn1143,schpö̀ö̀ter in de normõõndii woo nattüürlich i zersezender aart und wiis,ZH (Zürich-Seebach),ZH
d1228-u279,APet1228,ggsii wär,ZH (Zürich),ZH
d1055-u1059,DFul1055,jo s isch me me hät sich de langsam dra gwönt es hed ja würkich kais liecht prennt und,ZH (Zürich),ZH
d1082_2-u552,WTru1082,alsoo mini gotte hät dänn no ä garte ghaa,ZH (Höngg/Wipkingen),ZH
d1228-u2318,APet1228,händeringend,ZH (Zürich),ZH
d1083_2-u66,ZHel1083,das hät äim hät miich äifach luschtig tunkt e sottigi,ZH (Winterthur),ZH
d1300-u1916,FPet1300,doch ez da,ZH (Winterthur),ZH
d1083_2-u686,ZHel1083,die wo de wo äigetlich dänn de,ZH (Winterthur),ZH
d1244_2-u197,MMax1244,gäge de hitler isch käs chruut gwachse,ZH (Wülflingen),ZH
d1300-u1886,FPet1300,da het i ganz sicher,ZH (Winterthur),ZH
d1228-u2167,APet1228,di gaischtig umgäbig mitprägt hät,ZH (Zürich),ZH
d1055-u536,DFul1055,bin ich a nöd in berüerig cho,ZH (Zürich),ZH
d1300-u1125,FPet1300,irgendwie a mich gmäldet und ich han aa kai kontakt ufgnaa,ZH (Winterthur),ZH
d1244_1-u726,MMax1244,nünzehundertnüünzgi,ZH (Wülflingen),ZH
swissdial,3552,de frau holle hät si nöd im hushalt ghulfe und isch au suscht unhöflich und nöd sehr nett gsi.,ch_zh,ZH
d1189-u844,BHan1189,e gwüssi,ZH (Zürich),ZH
d1300-u374,FPet1300,und det händ mir s erschte mol politisch aafange,ZH (Winterthur),ZH
d1300-u2836,FPet1300,diä wo me vo det här gha hät,ZH (Winterthur),ZH
d1082_2-u115,WTru1082,die händ s no schwäärer ghaa,ZH (Höngg/Wipkingen),ZH
d1225-u555,WHan1225,vo mine beschäidene pärschpektiiven uus säge,ZH (Zürich),ZH
d1225-u262,WHan1225,us äifache verhältnisse würklich,ZH (Zürich),ZH
swissdial,210,de sinzendorf hät en teil vo sim habundguet verchauft zum d straf chöne zzahle.,ch_zh,ZH
d1055-u865,DFul1055,a a a de langschtrass umenand sind jude gsi,ZH (Zürich),ZH
d1300-u2349,FPet1300,chunnt dä töff,ZH (Winterthur),ZH
d1189-u2496,BHan1189,hinen use fliää he ond,ZH (Zürich),ZH
d1189-u569,BHan1189,ja das isch ganz verrukt,ZH (Zürich),ZH
swissdial,1310,i ihri märli hät si vill arbet inegsteckt.,ch_zh,ZH
d1270-u1752,MVer1270,han ich nie ghaa wèret em chrieg,ZH (Wallisellen),ZH
d1083_2-u634,ZHel1083,und dänn hät de gool loosglaa und hät gsäit näi,ZH (Winterthur),ZH
d1228-u597,APet1228,sind mir det a verschidne orte,ZH (Zürich),ZH
d1228-u2364,APet1228,villicht nöd eso,ZH (Zürich),ZH
d1082_2-u470,WTru1082,jaa jaa,ZH (Höngg/Wipkingen),ZH
d1300-u744,FPet1300,also raine kapitalismus is dass ggsii,ZH (Winterthur),ZH
d1083_2-u792,ZHel1083,die chömed dänn ä no gnueg über,ZH (Winterthur),ZH
d1188-u1746,BRay1188,ich ha die vesuecht uszboue nach beschtem können und,ZH/BS (Zürich/??),ZH
d1244_1-u282,MMax1244,dö la pwuatrine ümään,ZH (Wülflingen),ZH
d1082_2-u360,WTru1082,mag mi zwaar nöd ärinnere das mr jeemals,ZH (Höngg/Wipkingen),ZH
swissdial,2757,"er hät d francesca so lang umworbe und ihre sini zit gwidmed, aber si hät ihn nöd eis einzigs mal so ahgluegt.",ch_zh,ZH
d1270-u686,MVer1270,jaa dèè han ich irgendwoo han ich dèè ä gfunden emaal,ZH (Wallisellen),ZH
d1083_2-u732,ZHel1083,aber s hät grad ghaa,ZH (Winterthur),ZH
d1188-u910,BRay1188,doch si wär berait gsi und hett au kämpft aber warschinli wär si überrollt worde,ZH/BS (Zürich/??),ZH
swissdial,1566,"d befürchtig , dass s volk ohni kompletti kompensation sowiso ablehnt seg au übertribe.",ch_zh,ZH
swissdial,2132,"es git verschideni gründ, werum öper i administrativhaft cho chan.",ch_zh,ZH
d1225-u296,WHan1225,aarau gmacht ja föifte diwisioon zuetäilt gsii,ZH (Zürich),ZH
d1189-u540,BHan1189,und nie ime zält gschlafe nüüt he,ZH (Zürich),ZH
d1082_3-u499,WTru1082,jaa es isch mer dänn no öppis in sinn choo,ZH (Höngg/Wipkingen),ZH
d1244_1-u462,MMax1244,de ganzi summer lang nünzehundertnüünedriissg sind die verhandlige,ZH (Wülflingen),ZH
swissdial,3880,die symbolik wird im nutbuech hüfig brucht.,ch_zh,ZH
d1189-u140,BHan1189,tue ez e pizli übertriibe,ZH (Zürich),ZH
d1143-u1372,BErn1143,dän han iich müesen aso abschtääube und dän hani müese dèè schtääublumpe uusschüttle und de han iich immer angscht ghaa es känt miich öpper und wüürd miich uuslache,ZH (Zürich-Seebach),ZH
d1143-u2198,BErn1143,isch em hittler,ZH (Zürich-Seebach),ZH
swissdial,4046,e im bereich vode schnauze muskulös verlängereti nase wird au als rüssel bezeichnet.,ch_zh,ZH
d1228-u1134,APet1228,kain militaristische militärbetriib ggsii,ZH (Zürich),ZH
swissdial,125,will scho i ihrere chindheit hät de rothaarigi nur blödsinn tribe.,ch_zh,ZH
swissdial,2154,"anderersits hät de bundesrat vode post verlangt, dass si mitem betrieb gwünn macht.",ch_zh,ZH
swissdial,3151,det wird d nachfrag stige.,ch_zh,ZH
d1189-u909,BHan1189,ross gsi,ZH (Zürich),ZH
d1228-u1517,APet1228,i däm di sicherhait vo däm land d sicherhait überhaupt,ZH (Zürich),ZH
swissdial,3241,de chern vode studie isch e verglichsrächnig.,ch_zh,ZH
d1189-u536,BHan1189,ja fäldmässig macht,ZH (Zürich),ZH
swissdial,228,du häsch mer dazumal alles weggässe.,ch_zh,ZH
d1082_3-u281,WTru1082,er hät e kaufmänischi leer gmacht,ZH (Höngg/Wipkingen),ZH
d1188-u1957,BRay1188,di subwenzione wärded ja bi de prosenektute,ZH/BS (Zürich/??),ZH
d1188-u76,BRay1188,di ganzi familie,ZH/BS (Zürich/??),ZH
d1225-u269,WHan1225,seer seer guet gsii und,ZH (Zürich),ZH
d1270-u1724,MVer1270,imer so s s isch imer äi tuuscherei gsii,ZH (Wallisellen),ZH
d1244_2-u665,MMax1244,abgwaartet dänn han ich wider bin jaa,ZH (Wülflingen),ZH
d1188-u1848,BRay1188,nanai,ZH/BS (Zürich/??),ZH
d1143-u1090,BErn1143,mues ine säge ich han seer vili schigganierioffiziier erläbt vor alem i de rekruuteschuel,ZH (Zürich-Seebach),ZH
d1143-u110,BErn1143,mini mueter deet äne isch e schwèchlichs chind gsii die hät mit,ZH (Zürich-Seebach),ZH
d1300-u2603,FPet1300,verträge über d wirtschaftsliferige und so wiiter ä wichtigi rolle gschpilt,ZH (Winterthur),ZH
d1143-u1588,BErn1143,das hämer,ZH (Zürich-Seebach),ZH
d1189-u1421,BHan1189,das isch ding gsi,ZH (Zürich),ZH
d1143-u2025,BErn1143,d bewaffnig vonnere intantriibatalioon vomene,ZH (Zürich-Seebach),ZH
d1188-u1812,BRay1188,det isch s polieschter uufcho,ZH/BS (Zürich/??),ZH
d1270-u13,MVer1270,hät si müese mich deet ufe go gebèère,ZH (Wallisellen),ZH
d1189-u2053,BHan1189,ganz sicher di letschte warhait nöd,ZH (Zürich),ZH
swissdial,2971,im generationebetrieb schaffed de ernst bänniger und sini beide söhn david und andreas.,ch_zh,ZH
d1270-u1854,MVer1270,wènig gsii oder das hät me,ZH (Wallisellen),ZH
d1188-u1492,BRay1188,mi sind dänn seer vill i dem urnerland plibe,ZH/BS (Zürich/??),ZH
d1270-u356,MVer1270,en kanoneschplitter oder ich wäiss nöd,ZH (Wallisellen),ZH
d1244_1-u403,MMax1244,dass gad frankriich und ängland,ZH (Wülflingen),ZH
d1189-u2294,BHan1189,puure am maischte,ZH (Zürich),ZH
d1225-u1026,WHan1225,isch me zämegsässe und hät gsunge oder was hät me da gmacht,ZH (Zürich),ZH
swissdial,2366,ich grilliere gad s fleisch spöter chömed no d pilz dezue.,ch_zh,ZH
d1300-u2857,FPet1300,händ sii mol mit mit mit dr änäsdeaape z tue gha ortsgruppe,ZH (Winterthur),ZH
d1188-u1324,BRay1188,vo de bi de demobilmachig,ZH/BS (Zürich/??),ZH
d1143-u12,BErn1143,jüngere,ZH (Zürich-Seebach),ZH
d1189-u1654,BHan1189,mit blatere a de füess und mit,ZH (Zürich),ZH
d1244_1-u269,MMax1244,i der umgäbig deet enand ardänen ine,ZH (Wülflingen),ZH
d1300-u1203,FPet1300,dasch nöd antijüdisch ggsii dä professer sombart,ZH (Winterthur),ZH
d1300-u1881,FPet1300,dass me doch d todesschtraf müss usschpräche,ZH (Winterthur),ZH
d1225-u401,WHan1225,gwafföör schriiner kaufmann schlosser gärnter,ZH (Zürich),ZH
d1244_1-u725,MMax1244,isch er choo und dänn isch s i allne ziitige gschtande won ich,ZH (Wülflingen),ZH
d1083_2-u315,ZHel1083,und dä isch sowisoo bizeli en brausekopf gsii,ZH (Winterthur),ZH
d1055-u793,DFul1055,klar gsi us dene gründ won ich ine ez da erchlärt han scho,ZH (Zürich),ZH
d1143-u2272,BErn1143,isch e gewaltigi läischtig jò gsii aber,ZH (Zürich-Seebach),ZH
d1270-u1919,MVer1270,das isch ebe nöd so äifach gsii,ZH (Wallisellen),ZH
d1189-u2090,BHan1189,um z luege dass dä töf uswandere schtatt aso das er aifach töf,ZH (Zürich),ZH
d1228-u27,APet1228,de name han ii vergässe,ZH (Zürich),ZH
d1225-u181,WHan1225,so en schpraachkurs und deet sind tüütschti debii gsii,ZH (Zürich),ZH
d1228-u1297,APet1228,de erzellige vo dene,ZH (Zürich),ZH
d1055-u1145,DFul1055,i cha ja nöd beurtaile,ZH (Zürich),ZH
swissdial,3944,nach de ahschlüssende tröchnig wird di freigleiti chleie mechanisch entfernt.,ch_zh,ZH
d1244_1-u459,MMax1244,töötlich gefäärdet,ZH (Wülflingen),ZH
d1270-u62,MVer1270,er isch go chole schufle,ZH (Wallisellen),ZH
d1055-u522,DFul1055,do händ bi üs ebe d schuelklasse,ZH (Zürich),ZH
d1300-u1598,FPet1300,fäälend jeder empfindlichkait,ZH (Winterthur),ZH
d1225-u800,WHan1225,entweder bin i a der uni gsii mues i no säge oder dänn bin ich im militäärdienscht gsii,ZH (Zürich),ZH
d1270-u1083,MVer1270,ja wän ich daas na wüsst ich bin uf al fäl,ZH (Wallisellen),ZH
swissdial,1355,"es werdi ""unverglichbar"" kündigt de presidänt uf twitter ah.",ch_zh,ZH
d1300-u2593,FPet1300,in widerschtand det obe,ZH (Winterthur),ZH
swissdial,3726,er isch en läbenslange verehrer vom hitler worde.,ch_zh,ZH
d1244_2-u631,MMax1244,und daa sind komunischten iigschpeert,ZH (Wülflingen),ZH
d1143-u1439,BErn1143,ja das isch voor de leer gsii bi dän namal vom reegen i d träuffi choo,ZH (Zürich-Seebach),ZH
d1300-u2885,FPet1300,me müssi wüssä wär,ZH (Winterthur),ZH
d1300-u570,FPet1300,dä schef ggsii isch,ZH (Winterthur),ZH
d1225-u1012,WHan1225,aber me hät die bevölkerig die bärgpuure,ZH (Zürich),ZH
d1300-u1824,FPet1300,beschtens ggsii i jedere hinsicht,ZH (Winterthur),ZH
d1143-u914,BErn1143,jez chunt,ZH (Zürich-Seebach),ZH
swissdial,2019,"wenn s stroh verbrucht isch, rutschts vonellei immer witer in bereich mit betonbode.",ch_zh,ZH
d1300-u3422,FPet1300,vollschtändig fiiner art isch är,ZH (Winterthur),ZH
swissdial,730,e million arte sind momentan vom ussterbe bedroht.,ch_zh,ZH
d1143-u416,BErn1143,ich han scho,ZH (Zürich-Seebach),ZH
d1228-u1127,APet1228,hät das mit disziplin nüüt z tue gha,ZH (Zürich),ZH
swissdial,3638,"am sunntig gits en umzug durs dorf, d chilbi isch am mäntig abig fertig.",ch_zh,ZH
d1188-u2259,BRay1188,nöd das me im jaar nünzähundertnünenünzig eson en rächtsrutsch überchömed i de schwiz,ZH/BS (Zürich/??),ZH
d1300-u2878,FPet1300,gäge diä,ZH (Winterthur),ZH
d1188-u1573,BRay1188,jaja jaja jaja,ZH/BS (Zürich/??),ZH
d1143-u1998,BErn1143,das redüi dèè gothart,ZH (Zürich-Seebach),ZH
d1083_1-u578,ZHel1083,jaa sind jude gsii,ZH (Winterthur),ZH
d1082_2-u13,WTru1082,jaa nur e täilziitbeschäftigung,ZH (Höngg/Wipkingen),ZH
d1270-u907,MVer1270,das hät mi also veschrekt,ZH (Wallisellen),ZH
d1300-u1033,FPet1300,ja das chan ich enä,ZH (Winterthur),ZH
d1300-u1703,FPet1300,jo für de fall dass,ZH (Winterthur),ZH
swissdial,156,de esau lernt schnäll zfolge.,ch_zh,ZH
d1270-u278,MVer1270,aber das isch gaanz e schüüchi liebi gsii,ZH (Wallisellen),ZH
d1189-u2516,BHan1189,tedi guet mer akzeptiered das mer schwiged,ZH (Zürich),ZH
d1300-u3744,FPet1300,sache cho sind eb,ZH (Winterthur),ZH
d1083_2-u681,ZHel1083,wi häisst er dr ängländer,ZH (Winterthur),ZH
d1189-u947,BHan1189,e schtimmig ufcho wä me hüt mit,ZH (Zürich),ZH
d1143-u1581,BErn1143,das sind ääinzelni gsii ebe wien en pfaarer vogt,ZH (Zürich-Seebach),ZH
d1143-u1188,BErn1143,das ganz läbe vo dem füfzääte septämber das lis ich nöd i de ziitig hinedrii,ZH (Zürich-Seebach),ZH
d1225-u351,WHan1225,es hät mich dänn no mee beschliche die ganzi sach,ZH (Zürich),ZH
d1300-u1956,FPet1300,hät mit guete,ZH (Winterthur),ZH
d1188-u1239,BRay1188,isch immer,ZH/BS (Zürich/??),ZH
swissdial,459,d fransle sind schwarz-grau.,ch_zh,ZH
d1225-u805,WHan1225,äin schwiizer uf drüü schwaabe aso es mir hetted kämpft,ZH (Zürich),ZH
d1244_2-u34,MMax1244,jawol ja,ZH (Wülflingen),ZH
swissdial,890,"innerhalb vonere wuche händ ihn e million lüt abeglade, er isch uf de dritti platz ide rangliste vo apple gschosse.",ch_zh,ZH
d1143-u889,BErn1143,näi zur gliichige ziit oder wenigi,ZH (Zürich-Seebach),ZH
d1244_1-u314,MMax1244,im achtedriissgi no bin ich dänn vo de sozialistische juged,ZH (Wülflingen),ZH
d1143-u68,BErn1143,die rammlibuebe uf dère schtägen obe gsii,ZH (Zürich-Seebach),ZH
d1228-u658,APet1228,erschtens,ZH (Zürich),ZH
d1143-u775,BErn1143,um,ZH (Zürich-Seebach),ZH
swissdial,2783,bim erste münzwurf isch d münze sänkrecht im morast stecke blibe.,ch_zh,ZH
swissdial,702,de hans bieri hät 1996 eine vode erste schwizer wasserbüffel uf sin hof gholt.,ch_zh,ZH
d1300-u1187,FPet1300,chliises zätteli professor,ZH (Winterthur),ZH
swissdial,1394,hongkong und macao ghöred eifach zu china.,ch_zh,ZH
d1188-u1342,BRay1188,s übelschti isch won ich dänn jee gse ha,ZH/BS (Zürich/??),ZH
d1228-u2176,APet1228,das gfüül hän mir nie gha,ZH (Zürich),ZH
d1082_2-u405,WTru1082,mit uns ziit di nöie zäit,ZH (Höngg/Wipkingen),ZH
swissdial,3382,"und das zunere zit, wo s land uf de lifestyle-landcharte vode wält schlicht nöd druf gsi isch.",ch_zh,ZH
swissdial,4005,"öpe zäh lüt sind det ahgstellt gsi, vo dene durchschnittlich foif lehrling.",ch_zh,ZH
d1188-u879,BRay1188,im überfall,ZH/BS (Zürich/??),ZH
d1189-u2792,BHan1189,und drum isch s für mich soo schwär,ZH (Zürich),ZH
d1225-u451,WHan1225,natüürlich isch das au hät das mini zuekünftig frau seer berüert,ZH (Zürich),ZH
d1082_2-u158,WTru1082,und es hät au,ZH (Höngg/Wipkingen),ZH
d1189-u1389,BHan1189,scho irgendwiee vilicht es tischtuech gha und und und gschirtäller,ZH (Zürich),ZH
d1300-u2117,FPet1300,brugge schpränge attetat,ZH (Winterthur),ZH
swissdial,2105,bevor mer di digitale applikatione verglicht muss mer au die unterschied gseh.,ch_zh,ZH
d1189-u2976,BHan1189,ha ebe no de de brüeder de schtiifbrüeder m*** erläbt,ZH (Zürich),ZH
swissdial,3348,"mached d behörde zweinig, zum das verhindere?",ch_zh,ZH
d1143-u224,BErn1143,pleiboi und schpiner aaglueget han,ZH (Zürich-Seebach),ZH
d1082_2-u129,WTru1082,jaa also über di roote falke,ZH (Höngg/Wipkingen),ZH
d1244_2-u233,MMax1244,sind s zimer uechoo biblioteek aaglueget,ZH (Wülflingen),ZH
swissdial,255,wie sin vorgänger will au de cortizo d beziehige mit china vertüfe.,ch_zh,ZH
d1083_2-u519,ZHel1083,dänn hät si in,ZH (Winterthur),ZH
d1083_2-u581,ZHel1083,e fründin,ZH (Winterthur),ZH
d1082_3-u163,WTru1082,und und me händ,ZH (Höngg/Wipkingen),ZH
d1082_2-u536,WTru1082,sääb nööd aber,ZH (Höngg/Wipkingen),ZH
d1188-u856,BRay1188,isch vorhande gsi,ZH/BS (Zürich/??),ZH
swissdial,647,"""grossmueter, was häsch du füres grosses mul!""",ch_zh,ZH
d1270-u1874,MVer1270,trèèet eso,ZH (Wallisellen),ZH
d1189-u1174,BHan1189,ja aagnäm han gsait gopf also ich,ZH (Zürich),ZH
d1082_3-u382,WTru1082,im grund gnoo jaa,ZH (Höngg/Wipkingen),ZH
d1189-u1776,BHan1189,nach is mendrisiotto und dänn isch das aber seer seer,ZH (Zürich),ZH
d1228-u1402,APet1228,und dr ander wo mir gschnitte händ und,ZH (Zürich),ZH
d1188-u2141,BRay1188,si händ de antisemtismus vorher war er,ZH/BS (Zürich/??),ZH
d1244_2-u264,MMax1244,ine käi uuskumft ganz bewusst,ZH (Wülflingen),ZH
d1300-u199,FPet1300,vo dem,ZH (Winterthur),ZH
d1188-u857,BRay1188,ond ich bi bi der,ZH/BS (Zürich/??),ZH
d1143-u1817,BErn1143,die wo chli gält ghaa händ die händ ja äu en chliine sold überchoo die sind uf bèèrn ggangen und sind deet zu mäitli ggange,ZH (Zürich-Seebach),ZH
d1244_1-u219,MMax1244,gruppe vo pionier,ZH (Wülflingen),ZH
d1143-u220,BErn1143,voornedraa es jaar früener gaa is foifedriissgi zrugg gaa,ZH (Zürich-Seebach),ZH
d1082_3-u208,WTru1082,wie mer s sälber präsentiirt,ZH (Höngg/Wipkingen),ZH
d1055-u329,DFul1055,ja ufklärt wirt was das isch,ZH (Zürich),ZH
d1189-u1494,BHan1189,und a nie ganz chrank ekelhafti zit gsi e no zu allem anderen ane,ZH (Zürich),ZH
d1228-u1272,APet1228,diskussion gaat oder diskussion über,ZH (Zürich),ZH
d1270-u247,MVer1270,das häts äu na ghäisse,ZH (Wallisellen),ZH
d1270-u663,MVer1270,wil èèr so wäich gsii isch,ZH (Wallisellen),ZH
d1244_1-u686,MMax1244,uf züri gfüert woorde is bezirksgfängnis züri es,ZH (Wülflingen),ZH
d1083_2-u360,ZHel1083,aja und im föifevierzgi isch ja dänn de chrieg färtig gsii,ZH (Winterthur),ZH
d1143-u1449,BErn1143,aso miir isch de chnopf uufgange,ZH (Zürich-Seebach),ZH
d1082_2-u623,WTru1082,wo dänn das nöd händ chöne zale,ZH (Höngg/Wipkingen),ZH
d1270-u1198,MVer1270,wil de vatter sich nöd,ZH (Wallisellen),ZH
d1244_2-u813,MMax1244,schliessli nünzehundertzwäiefüfzg,ZH (Wülflingen),ZH
d1244_2-u50,MMax1244,dänn han ich taatsächlich seer bewusst seer bewusst bin ich also i die ilegaali,ZH (Wülflingen),ZH
swissdial,1928,d nationalbank stützt ihri ussage eher uf komplexi simulatione wo si gmacht hät.,ch_zh,ZH
d1143-u563,BErn1143,sind ja daa uf de siite,ZH (Zürich-Seebach),ZH
d1188-u1296,BRay1188,vierezwänzg schtund,ZH/BS (Zürich/??),ZH
d1055-u238,DFul1055,und das isch de mussolini schuld oder händ s vezellt,ZH (Zürich),ZH
d1270-u767,MVer1270,daa dèè die notiz,ZH (Wallisellen),ZH
d1189-u2355,BHan1189,wo mit de iilage sind cho chlööne,ZH (Zürich),ZH
d1189-u106,BHan1189,fassade im elsass,ZH (Zürich),ZH
d1188-u1420,BRay1188,wänn i ja da isch aso dänn nach em dienscht gsii,ZH/BS (Zürich/??),ZH
d1143-u370,BErn1143,d jude händ ires schö̀rffli schèrffli hät si gsäit schèrffläin gmäint,ZH (Zürich-Seebach),ZH
d1055-u204,DFul1055,und parteie aifach sozialismus,ZH (Zürich),ZH
d1300-u1882,FPet1300,und das isch jurischtisch nöd i der ornig,ZH (Winterthur),ZH
d1244_1-u421,MMax1244,die beräitet sich voor,ZH (Wülflingen),ZH
swissdial,2293,"de rupert erfahrt, dass d pam sin vater mit däm sim fründ betrügt.",ch_zh,ZH
d1189-u2022,BHan1189,und de chrischtlich pfarrer,ZH (Zürich),ZH
swissdial,2492,mini fründe sind de berg abe grännt.,ch_zh,ZH
swissdial,3283,zuesätzlich häts vill personelli wächsel geh.,ch_zh,ZH
swissdial,2876,aber mit vereinte chräft ischs machbar.,ch_zh,ZH
d1270-u489,MVer1270,sim miir wider zu s landolte die händ dän das immer öis ghulffe,ZH (Wallisellen),ZH
d1300-u527,FPet1300,und ich bi no gümnasiascht ggsii,ZH (Winterthur),ZH
d1244_1-u495,MMax1244,das hämir nid mitgmacht hä und,ZH (Wülflingen),ZH
d1083_1-u320,ZHel1083,ja ier sind äifach verdamti halungge,ZH (Winterthur),ZH
d1143-u281,BErn1143,nattüürli groielproppaganda,ZH (Zürich-Seebach),ZH
d1082_2-u326,WTru1082,jede mändsch won öppis schafft verdient hoochachtig,ZH (Höngg/Wipkingen),ZH
d1300-u1577,FPet1300,und sized det une uf dä bank ich ggsee dä no wo,ZH (Winterthur),ZH
d1225-u694,WHan1225,i de riithale da z züri nöd waar,ZH (Zürich),ZH
d1270-u1199,MVer1270,er isch bi de soziaaldemokraatische partei isch èèr,ZH (Wallisellen),ZH
d1083_2-u738,ZHel1083,händ de ggasal dä hät nüme gschpilt i schpanie,ZH (Winterthur),ZH
d1228-u820,APet1228,doch doch,ZH (Zürich),ZH
d1225-u574,WHan1225,me het also en gegner chöne wunderbaar uusmanövriere,ZH (Zürich),ZH
d1228-u953,APet1228,sunntig morge ggsii zum näscht us gheit,ZH (Zürich),ZH
d1189-u2478,BHan1189,das isch dänn de das isch denn,ZH (Zürich),ZH
swissdial,3429,das entsprächi au am uftrag vom zuewanderigsartikel ide verfassig.,ch_zh,ZH
d1083_2-u220,ZHel1083,würklich ä gschezt und,ZH (Winterthur),ZH
d1270-u1030,MVer1270,schtimt si isch äu di brèèfer gsii dehäim,ZH (Wallisellen),ZH
d1228-u492,APet1228,das mag villicht ä bizeli schpöter ggsii sii a di erschte frisch,ZH (Zürich),ZH
swissdial,4106,s vierte quartal chan mitem jahresabschluss ersetzt werde.,ch_zh,ZH
d1189-u2113,BHan1189,isch das schön oder isch das ganz grässlich he,ZH (Zürich),ZH
d1143-u1759,BErn1143,s isch es es isch en wachmäischter debii gsii mer sind zää lüüt gsii das isch die fotti won ich daa,ZH (Zürich-Seebach),ZH
d1244_2-u467,MMax1244,und dänn hämmir gsäit ja guet,ZH (Wülflingen),ZH
d1143-u924,BErn1143,wo daa i d inerschwiiz und is wälschland verräist sind die bessere nattüürlich di freisinige und di riiche lüüt,ZH (Zürich-Seebach),ZH
d1189-u227,BHan1189,ala tschörtschill he,ZH (Zürich),ZH
d1270-u2010,MVer1270,und daa häts ja zwüsched use liecht gschune das hät me müese zueteke,ZH (Wallisellen),ZH
swissdial,317,di chemisch struktur ähndlet starch dere vo fluoxetin.,ch_zh,ZH
d1244_1-u528,MMax1244,nachere gwüssne ziit,ZH (Wülflingen),ZH
swissdial,2158,"rund 90 prozänt vode industriegüeter, wo im st. galler rhital produziert wärded, wärded exportiert, seit er.",ch_zh,ZH
d1300-u2547,FPet1300,imänä ganz andere zämähang ja vorhär ämol ggsee han,ZH (Winterthur),ZH
